Car,Model,Volume,Weight,CO2
Skoda,Fabia 1.6 Lts. TDI DOHC Hatch Back 5P. T/M Motor CAYC Diesel,1600,1247,130
M. Benz,SLK 350 3.5 Lts. DOHC Roadster 2P. T/A Motor Otto,3500,1474,196
Infiniti,QX70 3.7 Lts. V6 DOHC Station Wagon 5P. 4x4 T/A Motor Otto,3700,1474,334
Skoda,Yeti 2.0 Lts. TDI DOHC Station Wagon 5P. T/A 4x4 Motor CFHC Diesel,2000,1247,169
Volvo,S60 D5 2.4 Lts. DOHC Sedan 4P. AWD T/A Motor Diesel,2400,1474,168
Audi,A6 3.0 Lts. T-FSI DOHC Sedan 4P. 4x4 T/A Motor CGWB Otto,3000,1474,194
Volvo,XC70 D5 AWD 2.4 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2400,1701,179
Land Rover,Range Rover Evoque 2.0T Lts. Pure DOHC Station Wagon 5P. T/A Motor Otto,2000,1474,230
Land Rover,Range Rover Evoque 2.0T Lts. Dynamic DOHC Coupe 3P. T/A Motor Otto,2000,1474,230
Land Rover,Range Rover Evoque 2.0T Lts. Prestige DOHC Station Wagon 5P. T/A Motor Otto,2000,1474,230
Land Rover,Range Rover Evoque 2.0T Lts. Pure SE DOHC Station Wagon 5P. T/A Motor Otto,2000,1474,230
M. Benz,C300 CGI 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1474,194
BMW,X1 sDrive20d 2.0 Lts. DOHC Station Wagon 5P. T/M Motor Diesel,2000,1701,139
BMW,X1 sDrive20d 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2000,1701,164
BMW,X1 xDrive20d 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2000,1701,164
BMW,X1 xDrive18d 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2000,1701,153
Honda,Civic Si 2.4 Lts. DOHC Coupe 2P. T/M Motor Otto,2400,1474,203
Dodge,Journey SXT 3.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,3600,1588,242
Dodge,Journey SXT AWD 3.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,3600,1588,242
Dodge,Journey R/T 3.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,3600,1588,242
Dodge,Journey R/T AWD 3.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,3600,1588,242
Hyundai,Equus VI 4.6 Lts. AT8 DOHC Sedan 4P. T/A Motor Otto,4600,1134,264
Audi,A6 2.0 Lts. T-FSI DOHC Sedan 4P. T/A Motor Otto,2000,1474,151
Volkswagen,Tiguan 2.0 Lts. T-FSI DOHC Station Wagon 5P. 4x4 T/A Motor CAWA Otto,2000,1474,234
Honda,CR-V EXL 2.4 Lts. DOHC Hatch Back 5P. 4x4 T/A Motor Otto,2400,1134,206
Honda,CR-V LX 2.4 Lts. DOHC Hatch Back 5P. 4x2 T/A Motor Otto,2400,1134,206
Honda,CR-V LXS 2.4 Lts. DOHC Hatch Back 5P. 4x2 T/A Motor Otto,2400,1134,206
Honda,CR-V EX 2.4 Lts. DOHC Hatch Back 5P. 4x4 T/A Motor Otto,2400,1134,206
Honda,CR-V EXR 2.4 Lts. DOHC Hatch Back 5P. 4x4 T/A Motor Otto,2400,1134,206
Hyundai,Genesis BH AT8 3.3 Lts. DOHC Sedan 4P. T/A Motor Otto,3300,1247,244
Renault,Duster 1.6 Lts. DOHC Station 5P. T/M Motor Otto,1600,1134,196
Renault,Duster 2.0 Lts. DOHC Station 5P. T/M Motor Otto,2000,1134,203
Renault,Duster 2.0 Lts. DOHC Station 5P. 4x4 T/M Motor Otto,2000,1134,235
BMW,M3 GTS 4.4 Lts. DOHC Coupe 2P. T/A Motor Otto,4400,1814,295
BMW,M3 CRT 4.4 Lts. DOHC Sedan 4P. T/A Motor Otto,4400,1814,295
Citroen,C3 Picasso 1.6 Lts. DOHC Station 5P. T/M Motor Otto,1600,1474,163
BMW,120I 2.0 Lts. DOHC Cabriolet 2P. T/M Motor Otto,2000,0,204
Citroen,C4 1.4 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1400,1474,147
BMW,730d 3.0 Lts. DOHC Sedan 4P. T/A Motor Diesel,3000,1701,178
M. Benz,E 500 CGI 4.7 Lts. DOHC Sedan 4P. T/A Motor Otto,4700,1134,231
M. Benz,CLS 500 CGI 4.7 Lts. DOHC Sedan 4P. T/A Motor Otto,4700,1474,230
M. Benz,E 500 CGI 4.7 Lts. DOHC Coupe 2P. T/A Motor Otto,4700,1134,231
M. Benz,E 500 CGI 4.7 Lts. DOHC Cabriolet 2P. T/A Motor Otto,4700,1134,233
M. Benz,GLK 220 CDI 2.1 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2100,1247,197
Volvo,S60 T4 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1474,173
M. Benz,C 63 AMG 6.2 Lts. DOHC Coupe 2P. T/A Motor Otto,6200,1474,283
Volkswagen,Tiguan 1.4 Lts. TSI DOHC Station Wagon 5P. T/M Motor CAXA Otto,1400,1474,187
Jac,J2 1.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1000,1588,150
Skoda,Octavia 1.6 Lts. TDI DOHC Sedan 4P. T/M Motor CAYC Diesel,1600,1814,144
Opel,Insignia NB 2.0 Lts. Turbo DOHC Sedan 4P. T/M Motor Otto,2000,1588,190
Mitsubishi,Lancer R 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1588,150
Peugeot,Tepee Outdoor 1.6 Lts. HDi 90HP SOHC Station Wagon 5P. (5 Pasajeros) T/M Motor Diesel,1600,1474,146
Opel,Insignia ST 2.0 Lts. Turbo DOHC Station Wagon 5P. T/A Motor Otto,2000,1588,214
Opel,Insignia NB 2.0 Lts. Turbo DOHC Sesdan 4P. T/A Motor Otto,2000,1588,214
Mitsubishi,Lancer R 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1588,188
M. Benz,E 350 CGI 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1134,201
M. Benz,CLS 350 CGI 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1474,201
Volvo,S80 T5 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1474,200
Volvo,S80 D5 2.4 Lts. DOHC Sedan 4P. AWD T/A Motor Diesel,2400,1474,172
Lexus,LS 460 4.6 Lts. DOHC Sedan 4P. T/A Motor Otto,4600,1814,263
Opel,Astra ST 1.6 Lts. Turbo DOHC Station Wagon 5P. T/A Motor Otto,1600,1474,177
Opel,Astra ST 1.6 Lts. Turbo DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,177
Opel,Astra NB 1.6 Lts. Turbo DOHC Sedan 4P. T/A Motor Otto,1600,1474,177
Infiniti,QX50 3.7 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto,3700,1474,279
Opel,Corsa HB 1.6 Lts. Turbo DOHC Hatch Back 5P. T/M Motor Otto,1600,1134,171
Opel,Corsa HB 1.6 Lts. Turbo DOHC Hatch Back 3P. T/M Motor Otto,1600,1134,171
Honda,Civic 1.8 Lts. SOHC Coupe 2P. T/A Motor Otto,1800,1474,176
Peugeot,5008 Active 1.6 Lts. e-Hdi SOHC (110 hp) Sation Wagon 5P. T/M Motor Diesel,1600,1701,146
Peugeot,5008 Active 1.6 Lts. e-Hdi SOHC (112 hp) Sation Wagon 5P. T/M Motor Diesel,1600,1701,139
BMW,116i 1.6 Lts. DOHC Hacth Back 5P. T/M Motor Otto,1600,0,132
BMW,114i 1.6 Lts. DOHC Hacth Back 3P. T/M Motor Otto,1600,0,132
BMW,116i 1.6 Lts. DOHC Hacth Back 3P. T/M Motor Otto,1600,0,132
BMW,114i 1.6 Lts. DOHC Hacth Back 5P. T/M Motor Otto,1600,0,132
M. Benz,A 180 1.7 Lts. SOHC Hatch Back 5P. T/A Motor Otto,1700,1701,190
BMW,730I 3.0 Lts. DOHC Sedan 4P. T/A Motor Otto,3000,1701,229
Nissan,Juke (F15) 1.6 Lts. Turbo DOHC Station Wagon 5P. T/A Motor Otto,1600,1588,147
Nissan,Juke (F15) 1.6 Lts. Turbo DOHC Station Wagon 5P. T/M Motor Otto,1600,1588,169
BMW,120d 2.0 Lts. DOHC Hatch Back 5P. T/A Motor Diesel,2000,0,116
BMW,116i 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,0,134
BMW,116i 1.6 Lts. DOHC Hatch Back 3P. T/A Motor Otto,1600,0,134
BMW,316i 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1701,134
BMW,118i 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,0,150
Subaru,XV 2.0R 2.0 Lts. CVT DOHC Wagon 5P. AWD T/A Motor Otto,2000,1247,187
Subaru,Impreza 2.0R 4D 2.0 Lts. CVT DOHC Sedan 4P. AWD T/A Motor Otto,2000,1247,180
Subaru,Impreza 2.0R 5D 2.0 Lts. CVT DOHC Wagon 5P. AWD T/A Motor Otto,2000,1247,180
Subaru,XV 2.0R 2.0 Lts. DOHC Wagon 5P. AWD T/M Motor Otto,2000,1247,189
Subaru,Impreza 2.0R 4D 2.0 Lts. DOHC Sedan 4P. AWD T/M Motor Otto,2000,1247,185
Subaru,Impreza 2.0R 5D 2.0 Lts. DOHC Wagon 5P. AWD T/M Motor Otto,2000,1247,185
Chevrolet,Cruze NB 2.0D Lts. DOHC Sedan 4P. T/A Motor Diesel,2000,1134,178
Chevrolet,Cruze HB 2.0D Lts. DOHC Hatch Back 5P. T/A Motor Diesel,2000,1134,178
Toyota,Prius C 1.5 Lts. CVT DOHC Hatch Back 5P. T/A. Vehículo Eléctrico Híbrido,1500,1474,97
Jaguar,XKR-S 5.0 Lts. DOHC Coupé 3P. T/A Motor Otto,5000,1247,292
Opel,Corsa HB 1.4 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1400,1134,143
Opel,Corsa HB 1.4 Lts. DOHC Hatch Back 3P. T/A Motor Otto,1400,1134,143
Opel,Meriva Enjoy 1.4 Lts. Turbo DOHC Station Wagon 5P. T/M Motor Otto,1400,1814,147
Audi,RS3 Sportback 2.5 Lts. T-FSI DOHC Hatch Back 5P. 4x4 T/A Motor Otto,2500,1474,212
Opel,Insignia ST 2.0 Lts. Turbo DOHC Station Wagon 5P. AWD T/A Motor Otto,2000,1588,221
Opel,Insignia NB 2.0 Lts. Turbo DOHC Sedan 4P. AWD T/A Motor Otto,2000,1588,221
Suzuki,Swift Sport 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,164
Changan,CV2 1.5 Lts. SOHC Sedan 4P. T/M Motor Otto,1500,1134,177
Changan,Alsvin 1.5 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1500,1474,177
Citroen,C3 1.4 Lts. HDI SOHC Hatch Back 5P. T/M Motor Diesel,1400,1474,108
Volkswagen,Beetle 2.0 Lts. T-FSI DOHC Coupe 3P. T/A Motor CCZA Otto,2000,1474,203
Volkswagen,Vento 2.0 Lts. T-FSI DOHC Sedan 4P. T/A Motor CCZA Otto,2000,1474,205
Honda,Civic 1.8 Lts. SOHC Coupe 2P. T/M Motor Otto,1800,1474,161
Porsche,911 Carrera S PDK 3.8 Lts. DOHC Coupe 2P. T/A Motor Otto,3800,1701,199
Porsche,911 Carrera S PDK 3.8 Lts. DOHC Cabriolet 2P. T/A Motor Otto,3800,1701,204
Porsche,911 Carrera 4S PDK 3.8 Lts. DOHC Coupe 2P. 4x4 T/A Motor Otto,3800,1701,207
Porsche,911 Carrera 4S PDK 3.8 Lts. DOHC Cabriolet 2P. 4x4 T/A Motor Otto,3800,1701,211
Citroen,DS4 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1134,178
Skoda,Fabia 1.4 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CTHE Otto,1400,1247,146
Jeep,Wrangler Unlimited Rubicon 3.6 Lts. V6 24v VVT DOHC Tipo Jeep 5P. 4x4 T/A Motor Otto,3600,1474,276
Jeep,Wrangler Unlimited Sahara 3.6 Lts. V6 24v VVT DOHC Tipo Jeep 5P. 4x4 T/A Motor Otto,3600,1474,265
Jeep,Wrangler Unlimited Sport 3.6 Lts. V6 24v VVT DOHC Tipo Jeep 5P. 4x4 T/A Motor Otto,3600,1474,265
Jeep,Wrangler Unlimited Rubicon 3.6 Lts. V6 24v VVT DOHC Tipo Jeep 3P. 4x4 T/A Motor Otto,3600,1474,270
Jeep,Wrangler Unlimited Sahara 3.6 Lts. V6 24v VVT DOHC Tipo Jeep 3P. 4x4 T/A Motor Otto,3600,1474,256
Jeep,Wrangler Unlimited Sport 3.6 Lts. V6 24v VVT DOHC Tipo Jeep 3P. 4x4 T/A Motor Otto,3600,1474,256
Infiniti,Q70 3.7 Lts. DOHC Sedan 4P. T/A Motor Otto,3700,1474,280
Foton,Midi C 1.5 Lts. SOHC Station Wagon 5P. T/M Motor Otto,1500,1814,171
BMW,M5 4.4 Lts. DOHC Sedan 4P. T/A Motor Otto,4400,1814,232
BMW,M6 4.4 Lts. DOHC Coupe 2P. T/A Motor Otto,4400,1814,232
BMW,M6 4.4 Lts. DOHC Sedan 4P. T/A Motor Otto,4400,1814,232
BMW,M6 4.4 Lts. DOHC Cabriolet 2P. T/A Motor Otto,4400,1814,239
BYD,S6 2.0 Lts. DOHC Station Wagon (Tipo SUV) 5P. T/M Motor Otto,2000,1474,214
BMW,335i 3.0 Lts. DOHC Sedan 4P. T/A Motor Otto,3000,1701,186
BMW,M135i 3.0 Lts. DOHC Hatch Back 5P. T/A Motor Otto,3000,1814,186
BMW,435i 3.0 Lts. DOHC Coupe 2P. T/A Motor Otto,3000,1701,169
BMW,435i 3.0 Lts. DOHC Cabriolet 2P. T/A Motor Otto,3000,1701,169
Lexus,GS 350 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1247,220
Porsche,Panamera S Hybrid 3.0 Lts. DOHC Sedan 4P. T/A. Vehículo Eléctrico Híbrido,3000,1474,165
M. Benz,B 180 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,141
BMW,328i 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1701,147
BMW,125i 2.0 Lts. DOHC Hatch Back 3P. T/A Motor Otto,2000,0,147
BMW,328i GT 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Otto,2000,1701,147
BMW,428i 2.0 Lts. DOHC Coupé 2P. T/A Motor Otto,2000,1701,147
BMW,428i 2.0 Lts. DOHC Cabriolet 2P. T/A Motor Otto,2000,1701,147
BMW,420i 2.0 Lts. DOHC Coupé 2P. T/A Motor Otto,2000,1701,147
BMW,320d EDE 2.0 Lts. DOHC Sedan 4P. T/A Motor Diesel,2000,1701,118
BMW,Z4 sDrive20i 2.0 Lts. DOHC Roadster 2P. T/A Motor Otto,2000,1247,159
BMW,320d 2.0 Lts. DOHC Sedan 4P. T/A Motor Diesel,2000,1701,118
M. Benz,B 180 CDI 1.8 Lts. DOHC Hatch Back 5P. T/A Motor Diesel,1800,1474,145
M. Benz,B 200 CDI 1.8 Lts. DOHC Hatch Back 5P. T/A Motor Diesel,1800,1474,145
M. Benz,A 180 CDI 1.8 Lts. DOHC Hatch Back 5P. T/A Motor Diesel,1800,1701,145
Suzuki,Swift (Dzire) 1.2 Lts. DOHC Sedan 4P. T/M Motor Otto,1200,1474,142
Toyota,Camry Hibrido 2.5 Lts. DOHC Sedan 4P. T/A (CVT). Vehículo Eléctrico Híbrido,2500,1247,119
Chery,Tiggo 1.6 Lts. MPI 16v DOHC Station Wagon 5P. T/M Motor Otto,1600,1474,181
Great Wall,Voleex C10 1.5 Lts. DOHC Hatch Back 5P. T/M Motro Otto,1500,1474,169
Great Wall,Voleex C10 Cross (Voleex C20) 1.5 Lts. DOHC Hatch Back 5P. T/M Motro Otto,1500,1474,169
Ferrari,FF 6.3 Lts. V12 48v DOHC Hatch back 3P. T/DCT,6300,1247,380
Citroen,Multispace 1.6 Lts. HDI SOHC Station 5P. (5Plazas) T/M Motor Diesel,1600,1814,139
Citroen,Multispace 1.6 Lts. HDI SOHC Station 5P. (7Plazas) T/M Motor Diesel,1600,1814,139
Audi,Q5 2.0 Lts. T-FSI DOHC Station Wagon 5P. 4x4 T/A Motor CDNC Otto,2000,1474,210
Opel,Corsa OPC Nurburgring Edition 1.6 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1600,1134,178
M. Benz,E 300 BlueEfficiency 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1134,206
ZNA Dongfeng,Oting ZN6462W1E4 2.4 Lts. SOHC Station Wagon 5P. T/M Motor Otto,2400,1814,233
M. Benz,B 180 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,140
Audi,A5 Sportback 1.8 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CJEB Otto,1800,1474,138
Audi,A5 Sportback 1.8 Lts. T-FSI DOHC Cabio 2P. T/A Motor CJEB Otto,1800,1474,138
Audi,A5 Sportback 1.8 Lts. T-FSI DOHC Coupe 3P. T/A Motor CJEB Otto,1800,1474,138
Ssangyong,Korando 2.0 Lts. 16v DOHC Station Wagon 5P. 4x4 T/M Motor Otto,2000,1588,200
Ssangyong,Korando 2.0 Lts. 16v DOHC Station Wagon 5P. 4x2 T/M Motor Otto,2000,1588,182
Mazda,CX-5 2.0 Lts. DOHC Wagon 5P. 4x4 T/M Motor Otto,2000,1134,168
Mazda,CX-5 I-Stop 2.0 Lts. DOHC Wagon 5P. 4x4 T/M Motor Otto,2000,1134,157
Mazda,CX-5 2.0 Lts. DOHC Wagon 5P. 4x4 T/A Motor Otto,2000,1134,177
Mazda,CX-5 I-Stop 2.0 Lts. DOHC Wagon 5P. 4x4 T/A Motor Otto,2000,1134,160
Mazda,CX-5 2.0 Lts. DOHC Wagon 5P. 4x2 T/M Motor Otto,2000,1134,168
Mazda,CX-5 I-Stop 2.0 Lts. DOHC Wagon 5P. 4x2 T/M Motor Otto,2000,1134,149
Hyundai,Genesis BK F/L 2.0 Lts. T DOHC Coupe 2P. T/M Motor Otto,2000,1247,235
Subaru,BRZ 2.0 Lts. DOHC Coupe 2P. T/M Motor Otto,2000,1474,181
Mazda,CX-5 2.0 Lts. DOHC Wagon 5P. T/A Motor Otto,2000,1134,168
Mazda,CX-5 I-Stop 2.0 Lts. DOHC Wagon 5P. T/A Motor Otto,2000,1134,168
Porsche,Panamera 3.0 Lts. V6 DOHC Sedan 4P. T/A Motor Diesel,3000,1474,170
M. Benz,SLK 55 AMG 5.5 Lts. DOHC Roadster (Convertible) 2P. T/A Motor Otto,5500,1474,197
Jaguar,XF 3.0 Lts. Diesel S V6 DOHC Sedan 4P. T/A Motor Diesel,3000,1247,169
MG,MG 3 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1814,171
MG,MG 3 Cross 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1814,171
Porsche,911 Carrera PDK 3.4 Lts. DOHC Coupé 2P. T/A Motor Otto,3400,1701,197
Porsche,911 Carrera PDK 3.4 Lts. DOHC Cabriolet 2P. T/A Motor Otto,3400,1701,200
Porsche,911 Carrera 4 PDK 3.4 Lts. DOHC Coupé 2P. 4x4 T/A Motor Otto,3400,1701,203
Porsche,911 Carrera 4 PDK 3.4 Lts. DOHC Cabriolet 2P. 4x4 T/A Motor Otto,3400,1701,209
Subaru,BRZ 2.0 Lts. DOHC Coupe 2P. T/A Motor Otto,2000,1474,167
Ford,Edge 2.0 Lts. DOHC SUV 5P. T/A Motor Otto,2000,1134,248
BMW,116d 2.0 Lts. DOHC Hatch Back 5P. T/M Motor Diesel,2000,0,117
Hyundai,i30 GD 1.8 Lts. DOHC hatch Back 5P. T/M Motor Otto,1800,1247,162
Alfa Romeo,Mito 1.4 Lts. 135 CV DOHC Hatch Back 3P. T/M Motor Otto,1400,1814,130
Hyundai,i30 GD 1.6 Lts. DOHC hatch Back 5P. T/M Motor Otto,1600,1247,149
DFLZ,Joyear 1.5 Lts. LX SOHC Station Wagon 5P. T/M Motor Otto,1500,1588,175
BMW,320i 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1701,138
BMW,320i GT 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Otto,2000,1701,138
Skoda,Octavia RS 2.0 Lts. T-FSI DOHC Sedan 4P. T/A Motor CCZA Otto,2000,1814,200
Hyundai,Genesis BK F/L 2.0 Lts. T DOHC Coupe 2P. T/A Motor Otto,2000,1247,200
Changan,CS1 1.3 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1300,1134,168
Land Rover,Freelander 2 TD4 SE 2.2 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Diesel,2200,1247,185
Land Rover,Freelander 2 TD4 HSE 2.2 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Diesel,2200,1247,185
Land Rover,Freelander 2 TD4 S 2.2 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Diesel,2200,1247,185
BMW,520i 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1701,149
BMW,528i 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1701,149
Audi,S5 3.0 Lts. T-FSI DOHC Cabrio 2P. T/A 4x4 Motor CGWC Otto,3000,1474,201
Audi,S5 Sportback 3.0 Lts. T-FSI DOHC Hatch Back 5P. T/A 4x4 Motor CGWC Otto,3000,1474,201
Audi,S5 3.0 Lts. T-FSI DOHC Coupe 2P. T/A 4x4 Motor CGWC Otto,3000,1474,201
BMW,116d 2.0 Lts. DOHC Hatch Back 5P. T/A Motor Diesel,2000,0,126
Faw,Besturn B50 1.6 Lts. SOHC Sedan 4P. T/M Motor Otto,1600,1474,195
Faw,Besturn B50 1.6 Lts. SOHC Sedan 4P. T/A Motor Otto,1600,1474,202
Skoda,Citigo 1.0 Lts. DOHC Hatch Back 3P. T/M Motor CHYB Otto,1000,1474,101
Changan,CV1 1.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1000,1134,150
Hyundai,i30 GD 1.8 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1800,1247,171
Hyundai,i30 GD 1.6 Lts. CRDi DOHC Hatch Back 5P. T/M Motor Diesel,1600,1247,117
Audi,A4 1.8 Lts. T-FSI DOHC Sedan 4P. T/A Motor CJEB Otto,1800,1474,136
Audi,A4 Avant 1.8 Lts. T-FSI DOHC Station Wagon 5P. T/A Motor CJEB Otto,1800,1474,141
Subaru,Impreza 1.6 Lts. AWD CVT Wagon 5P. T/A Motor Otto,1600,1247,164
Subaru,Impreza 1.6 Lts. AWD CVT Sedan 4P. T/A Motor Otto,1600,1247,164
Kia,Optima Híbrido 2.0 Lts. DOHC Sedan 4P. T/A. Vehículo Eléctrico Híbrido,2000,1814,119
Subaru,Impreza 1.6 Lts. AWD Wagon 5P. T/M Motor Otto,1600,1247,169
Subaru,Impreza 1.6 Lts. AWD Sedan 4P. T/M Motor Otto,1600,1247,169
Skoda,Citigo 1.0 Lts. DOHC Hatch Back 3P. T/M Motor CHYA Otto,1000,1474,116
Kia,Sportage 2.0 Lts. DOHC Station Wagon 5P. T/M 4x4 Motor Diesel,2000,1474,156
Kia,Sportage 2.0 Lts. DOHC Station Wagon 5P. T/M 4x2 Motor Diesel,2000,1474,156
Faw,Vita V2 1.3 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1300,1474,149
Kia,Sportage 2.0 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Diesel,2000,1474,187
Kia,Sportage 2.0 Lts. DOHC Station Wagon 5P. T/A 4x2 Motor Diesel,2000,1474,187
Porsche,Panamera Turbo S 4.8 Lts. DOHC Sedan 4P. 4x4 T/A Motor Otto,4800,1474,272
BMW,320i 2.0 Lts. DOHC Coupe 2P. T/A Motor Otto,2000,1701,196
Lexus,GS 250 2.5 Lts. DOHC Sedan 4P. T/A Motor Otto,2500,1247,218
Alfa Romeo,Giulietta Quadrifoglio Verdi 1.7 Lts.DOHC Hatch Back 5P. T/M Motor Otto,1700,1247,181
Alfa Romeo,Giulietta Progression 1.4 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1400,1247,157
Alfa Romeo,Giulietta Distinctive 1.4 Lts. SOHC Hatch Back 5P. T/A Motor Otto,1400,1247,124
Porsche,Boxster S PDK 3.4 Lts. DOHC Cabriolet 2P. T/A Motor Otto,3400,1474,188
M. Benz,SL 350 3.5 Lts. DOHC Roadster (Descapotable) 2P. T/A Motor Otto,3500,1474,218
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 7 Pasajeros T/M 4x4 Motor Diesel,2200,1474,177
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 5 Pasajeros T/M 4x4 Motor Diesel,2200,1474,177
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 7 Pasajeros T/M 4x2 Motor Diesel,2200,1474,177
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 5 Pasajeros T/M 4x4 Motor Diesel,2200,1474,177
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 7 Pasajeros T/A 4x4 Motor Diesel,2200,1474,195
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 7 Pasajeros T/A 4x2 Motor Diesel,2200,1474,195
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 5 Pasajeros T/A 4x2 Motor Diesel,2200,1474,195
Kia,Sorento 2.2 Lts. DOHC Station Wagon 5P. 5 Pasajeros T/A 4x2 Motor Diesel,2200,1474,195
Skoda,Fabia 1.6 Lts. DOHC Hatch Back 5P. T/A Motor CFNA Otto,1600,1247,172
Citroen,C1 1.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1000,1474,104
Kia,Sorento 2.4 Lts. DOHC Station Wagon 7 Pasajeros 5P. T/M 4x4 Motor Otto,2400,1474,227
Kia,Sorento 2.4 Lts. DOHC Station Wagon 5 Pasajeros 5P. T/M 4x4 Motor Otto,2400,1474,227
Kia,Sorento 2.4 Lts. DOHC Station Wagon 7 Pasajeros 5P. T/M 4x2 Motor Otto,2400,1474,227
Kia,Sorento 2.4 Lts. DOHC Station Wagon 5 Pasajeros 5P. T/M 4x2 Motor Otto,2400,1474,227
Kia,Sorento 2.4 Lts. DOHC Station Wagon 7 Pasajeros 5P. T/A 4x4 Motor Otto,2400,1474,217
Kia,Sorento 2.4 Lts. DOHC Station Wagon 5 Pasajeros 5P. T/A 4x4 Motor Otto,2400,1474,217
Kia,Sorento 2.4 Lts. DOHC Station Wagon 7 Pasajeros 5P. T/A 4x2 Motor Otto,2400,1474,217
Kia,Sorento 2.4 Lts. DOHC Station Wagon 5 Pasajeros 5P. T/A 4x2 Motor Otto,2400,1474,217
Opel,Antara 2.2 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2200,1474,232
Opel,Antara 2.2 Lts. DOHC Station Wagon 5P. T/M Motor Diesel,2200,1474,192
Opel,Antara 2.2 Lts. DOHC Station Wagon 5P. AWD T/A Motor Diesel,2200,1474,216
Land Rover,Range Rover Evoque 2.2 Lts. Dynamic DOHC Station Wagon 3P. 4x4 T/A Motor Diesel,2200,1474,196
Land Rover,Range Rover Evoque 2.2 Lts. Pure SE DOHC Station Wagon 5P. 4x4 T/A Motor Diesel,2200,1474,196
Land Rover,Range Rover Evoque 2.2 Lts. Pure DOHC Station Wagon 3P. 4x4 T/A Motor Diesel,2200,1474,196
Land Rover,Range Rover Evoque 2.2 Lts. Prestige DOHC Station Wagon 3P. 4x4 T/A Motor Diesel,2200,1474,196
Hyundai,Genesis Coupe 3.8 Lts. A/T8 F/L DOHC Coupe 3P. T/A Motor Otto,3800,1247,257
