id,fecha_inicio,mes_reclamo,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg
28360,2023-08-07 22:23:53,8,2023-08-07 22:27:18,1,1,1,1,6,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
28362,2023-08-08 0:39:19,8,2023-08-08 0:43:07,7,5,1,5,5,5,5,5,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,5,7,7,Femenino.,Región del Maule.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28364,2023-08-08 9:20:52,8,2023-08-08 9:23:08,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
28366,2023-08-08 9:37:14,8,2023-08-08 9:40:55,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,Sí,No
28367,2023-08-08 12:09:22,8,2023-08-08 12:12:40,7,6,3,7,7,4,4,4,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28368,2023-08-08 12:24:44,8,2023-08-08 12:26:57,7,7,5,7,7,7,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28369,2023-08-08 12:26:15,8,2023-08-08 12:28:57,7,3,1,7,7,7,7,7,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No
28370,2023-08-08 12:46:51,8,2023-08-08 12:49:15,3,3,1,4,6,3,4,6,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,8,5,Femenino.,Región de Los Lagos.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,$1.100.000 o más,No,No
28372,2023-08-08 13:15:53,8,2023-08-08 13:18:31,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,1,2,Masculino.,Región del Ñuble.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
28374,2023-08-08 13:57:07,8,2023-08-08 14:00:12,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No
28375,2023-08-08 14:10:22,8,2023-08-08 14:17:30,7,7,6,7,7,7,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
28383,2023-08-08 17:07:15,8,2023-08-08 17:10:47,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,4,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
28384,2023-08-08 17:19:02,8,2023-08-08 17:22:34,7,7,6,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Ñuble.,Media completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
28386,2023-08-08 17:38:55,8,2023-08-08 17:45:05,7,7,7,7,6,6,6,6,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28391,2023-08-08 18:51:15,8,2023-08-08 19:02:20,1,1,1,1,1,1,1,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,1,1,Masculino.,Región del Biobío.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
28394,2023-08-08 19:42:45,8,2023-08-08 19:45:25,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Antofagasta.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,No,No
28396,2023-08-08 20:09:21,8,2023-08-08 20:11:05,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28406,2023-08-09 10:07:15,8,2023-08-09 10:09:36,1,1,1,1,1,1,1,4,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,4,2,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Entre $400.000 y $599.999,No,No
28407,2023-08-09 10:10:22,8,2023-08-09 10:15:40,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,2,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,Sí
28410,2023-08-09 11:05:59,8,2023-08-09 11:08:24,1,1,1,1,1,1,1,1,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28414,2023-08-09 13:11:33,8,2023-08-09 13:16:30,1,1,1,3,4,3,3,3,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,4,4,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28418,2023-08-09 14:48:57,8,2023-08-09 14:51:17,3,2,1,4,4,4,4,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,2,2,3,2,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
28421,2023-08-09 15:59:12,8,2023-08-09 16:03:28,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Coquimbo.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
28422,2023-08-09 16:30:37,8,2023-08-09 16:33:14,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,4,4,2,4,Masculino.,Región de Tarapacá.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
28424,2023-08-09 16:41:54,8,2023-08-09 16:50:11,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,4,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28426,2023-08-09 17:27:38,8,2023-08-09 17:30:01,7,7,6,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28430,2023-08-09 18:52:39,8,2023-08-09 18:55:25,7,7,6,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28431,2023-08-09 19:19:13,8,2023-08-09 19:24:40,7,7,5,7,7,7,7,7,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
28434,2023-08-09 21:31:20,8,2023-08-09 21:36:38,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,Sí,Sí
28436,2023-08-09 21:50:24,8,2023-08-09 21:53:29,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Media completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
28438,2023-08-09 22:01:25,8,2023-08-09 22:10:19,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,3,1,1,Femenino.,Región de Atacama.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
28439,2023-08-09 22:07:31,8,2023-08-09 22:10:53,4,1,1,4,3,3,3,4,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,4,4,5,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28441,2023-08-09 23:31:24,8,2023-08-09 23:41:49,1,1,1,1,1,1,1,4,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,4,1,1,Masculino.,Región de La Araucanía.,Superior técnico profesional completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
28444,2023-08-10 8:38:51,8,2023-08-10 8:43:45,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28446,2023-08-10 10:26:13,8,2023-08-10 10:32:28,7,7,7,4,5,5,6,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,8,6,Masculino.,Región del Biobío.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
28449,2023-08-10 11:37:00,8,2023-08-10 11:43:20,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
28450,2023-08-10 12:00:45,8,2023-08-10 12:04:05,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28451,2023-08-10 12:04:41,8,2023-08-10 12:08:18,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28456,2023-08-10 13:59:03,8,2023-08-10 14:02:21,6,1,1,6,7,6,6,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,6,Masculino.,Región del Biobío.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
28457,2023-08-10 14:14:14,8,2023-08-10 14:16:10,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28458,2023-08-10 14:27:54,8,2023-08-10 14:35:50,7,3,1,7,6,2,3,7,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,2,6,5,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
28459,2023-08-10 15:13:46,8,2023-08-10 15:17:35,1,1,1,1,1,1,1,1,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
28466,2023-08-10 18:43:15,8,2023-08-10 18:45:30,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28467,2023-08-10 19:18:58,8,2023-08-10 19:21:51,7,7,7,7,7,7,7,7,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No
28468,2023-08-10 19:35:17,8,2023-08-10 19:37:18,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,5,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
28470,2023-08-10 19:55:47,8,2023-08-10 19:58:27,7,7,6,7,7,6,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,10,6,Masculino.,Región de La Araucanía.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,Sí
28477,2023-08-11 0:25:00,8,2023-08-11 0:27:46,1,1,1,1,1,1,1,3,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,4,3,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28480,2023-08-11 8:20:49,8,2023-08-11 8:37:30,1,1,1,1,2,2,2,2,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,3,4,1,1,Masculino.,Región de Arica y Parinacota.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,Sí
28482,2023-08-11 9:06:50,8,2023-08-11 9:18:31,7,7,7,7,1,7,6,1,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Menos de $300.000,No,No
28484,2023-08-11 9:54:14,8,2023-08-11 9:56:57,7,7,7,7,7,3,5,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,5,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28487,2023-08-11 10:18:55,8,2023-08-11 10:29:18,7,7,1,7,7,7,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,7,7,10,7,Femenino.,Región de Los Lagos.,Media completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,Sí,No
28488,2023-08-11 10:43:08,8,2023-08-11 10:45:18,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28492,2023-08-11 12:38:18,8,2023-08-11 12:41:10,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,6,1,3,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
28496,2023-08-11 13:06:58,8,2023-08-11 13:11:57,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,Sí,No
28497,2023-08-11 13:30:31,8,2023-08-11 13:33:31,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28498,2023-08-11 14:03:45,8,2023-08-11 14:10:14,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,1,1,1,1,Femenino.,Región del Biobío.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
28499,2023-08-11 14:11:26,8,2023-08-11 14:22:27,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Los Lagos.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,Sí,Sí
28501,2023-08-11 14:34:42,8,2023-08-11 14:36:43,7,7,6,7,7,6,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
28503,2023-08-11 15:07:34,8,2023-08-11 15:10:17,7,7,7,7,7,5,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,No,No
28504,2023-08-11 15:18:14,8,2023-08-11 15:20:30,6,7,6,6,6,6,6,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Masculino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28505,2023-08-11 15:19:39,8,2023-08-11 15:25:08,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,45 a 64 años.,Jubilado/a,Entre $400.000 y $599.999,No,No
28508,2023-08-11 15:54:27,8,2023-08-11 15:58:53,2,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,3,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28511,2023-08-11 16:19:23,8,2023-08-11 16:23:00,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28512,2023-08-11 17:06:36,8,2023-08-11 17:14:46,3,1,1,3,3,2,3,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,6,8,4,Femenino.,Región de Aysén del General Carlos Ibáñez del Campo.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
28513,2023-08-11 17:19:45,8,2023-08-11 17:25:59,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,Sí,No
28514,2023-08-11 18:04:20,8,2023-08-11 18:06:27,7,7,7,7,7,6,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
28516,2023-08-11 18:52:28,8,2023-08-11 18:56:59,1,1,1,1,1,1,3,5,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
28521,2023-08-11 20:00:46,8,2023-08-11 20:03:54,7,7,5,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de La Araucanía.,Media completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $300.001 y $399.999,No,No
28528,2023-08-11 23:55:40,8,2023-08-12 0:08:10,7,7,7,4,4,1,1,1,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,8,4,Masculino.,Región de La Araucanía.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28529,2023-08-12 0:55:16,8,2023-08-12 1:31:34,6,1,1,3,4,2,3,5,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,7,4,3,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28530,2023-08-12 3:36:02,8,2023-08-12 3:39:11,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
28533,2023-08-12 14:16:24,8,2023-08-12 14:21:49,6,6,6,6,6,6,6,6,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,6,Masculino.,Región del Biobío.,Superior técnico profesional completa.,45 a 64 años.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
28534,2023-08-12 17:46:54,8,2023-08-12 17:53:01,4,3,1,6,4,3,4,5,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,3,3,7,3,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28535,2023-08-12 19:11:33,8,2023-08-12 19:28:21,1,1,1,1,1,1,1,1,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Biobío.,Básica completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,Sí
28539,2023-08-13 7:14:46,8,2023-08-13 7:22:06,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Antofagasta.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,Sí
28540,2023-08-13 11:03:31,8,2023-08-13 11:06:06,1,1,1,1,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
28543,2023-08-14 9:46:24,8,2023-08-14 9:52:56,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
28544,2023-08-14 10:07:48,8,2023-08-14 10:14:28,1,1,1,1,1,1,1,5,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
28546,2023-08-14 11:38:11,8,2023-08-14 11:41:03,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
28550,2023-08-14 15:26:57,8,2023-08-14 15:32:48,3,1,1,2,1,1,2,2,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,2,2,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
28555,2023-08-14 16:14:45,8,2023-08-14 16:22:08,1,1,1,7,7,7,6,6,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,10,6,Femenino.,Región del Maule.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
28558,2023-08-14 18:13:59,8,2023-08-14 18:19:10,1,1,1,2,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
28559,2023-08-14 18:37:09,8,2023-08-14 18:41:54,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
28562,2023-08-14 19:13:53,8,2023-08-14 19:15:13,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
28567,2023-08-14 20:14:09,8,2023-08-14 20:17:34,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,2,1,1,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
28569,2023-08-15 1:28:36,8,2023-08-15 1:36:57,5,6,6,4,5,3,5,6,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,4,6,5,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
