id,fecha_inicio,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg,mes
25427,2023-05-16 18:07:23,2023-05-16 18:10:05,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,May
25428,2023-05-16 18:07:56,2023-05-16 18:12:33,6,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,6,6,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25430,2023-05-16 18:19:52,2023-05-16 18:37:21,4,1,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,3,6,4,3,Masculino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25431,2023-05-16 19:36:47,2023-05-16 19:39:10,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,No,No,May
25432,2023-05-16 20:14:27,2023-05-16 20:16:42,1,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,7,7,Femenino.,Región de La Araucanía.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No,May
25434,2023-05-16 22:07:45,2023-05-16 22:13:46,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25435,2023-05-16 22:58:47,2023-05-16 23:03:26,7,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,3,7,10,7,Femenino.,Región de Coquimbo.,Básica completa.,45 a 64 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,Sí,May
25439,2023-05-17 07:48:58,2023-05-17 07:51:37,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25440,2023-05-17 08:18:57,2023-05-17 08:21:15,3,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,3,1,Femenino.,Región del Biobío.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25442,2023-05-17 08:58:58,2023-05-17 09:07:09,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25443,2023-05-17 09:45:31,2023-05-17 09:49:31,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $400.000 y $599.999,No,No,May
25447,2023-05-17 10:14:35,2023-05-17 10:16:27,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25450,2023-05-17 10:47:58,2023-05-17 10:49:28,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,7,7,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25451,2023-05-17 11:11:48,2023-05-17 11:14:43,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Arica y Parinacota.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25453,2023-05-17 11:44:08,2023-05-17 11:46:32,6,7,7,6,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,7,6,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25458,2023-05-17 12:14:55,2023-05-17 12:16:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,6,10,7,Masculino.,Región de La Araucanía.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25460,2023-05-17 12:20:17,2023-05-17 12:23:23,7,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25461,2023-05-17 12:28:02,2023-05-17 12:31:25,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25462,2023-05-17 12:28:30,2023-05-17 12:31:02,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25464,2023-05-17 12:50:41,2023-05-17 12:52:00,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,2,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25465,2023-05-17 12:51:55,2023-05-17 12:57:57,7,7,4,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Tarapacá.,Media completa.,45 a 64 años.,Jubilado/a,Entre $300.001 y $399.999,Sí,No,May
25466,2023-05-17 13:00:39,2023-05-17 13:03:31,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25470,2023-05-17 14:01:09,2023-05-17 14:03:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25472,2023-05-17 14:35:57,2023-05-17 14:44:51,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,May
25473,2023-05-17 15:33:10,2023-05-17 15:36:45,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Entre $300.001 y $399.999,No,Sí,May
25474,2023-05-17 15:33:31,2023-05-17 15:39:56,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25475,2023-05-17 15:36:13,2023-05-17 15:44:38,6,4,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,5,6,10,6,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,May
25476,2023-05-17 16:10:24,2023-05-17 16:12:38,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25478,2023-05-17 16:32:30,2023-05-17 16:34:40,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25482,2023-05-17 17:19:26,2023-05-17 17:20:57,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,May
25483,2023-05-17 17:31:46,2023-05-17 17:34:10,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Atacama.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25484,2023-05-17 17:59:12,2023-05-17 19:05:41,7,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No,May
25488,2023-05-17 18:48:48,2023-05-17 18:54:03,7,7,4,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,May
25491,2023-05-17 20:13:18,2023-05-17 20:17:43,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,Sí,No,May
25492,2023-05-17 20:23:48,2023-05-17 20:30:03,1,1,1,1,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Biobío.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25495,2023-05-17 22:24:33,2023-05-17 22:28:25,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Maule.,Media completa.,30 a 44 años.,Trabajo familiar o personal no remunerado,Entre $300.001 y $399.999,No,No,May
25496,2023-05-18 00:20:10,2023-05-18 00:35:55,7,6,2,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,10,2,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,No,No,May
25498,2023-05-18 08:54:02,2023-05-18 08:56:25,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Coquimbo.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25501,2023-05-18 09:51:54,2023-05-18 09:54:52,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,3,3,4,3,Femenino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25503,2023-05-18 10:15:51,2023-05-18 10:20:57,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,8,5,Femenino.,Región del Maule.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25504,2023-05-18 10:53:09,2023-05-18 10:54:55,5,6,5,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,6,5,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25505,2023-05-18 10:54:09,2023-05-18 11:00:36,1,1,1,3,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,1,2,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25508,2023-05-18 11:17:15,2023-05-18 11:21:47,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,2,5,2,1,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25509,2023-05-18 11:23:37,2023-05-18 11:35:06,1,1,1,3,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,2,1,1,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,65 años o más.,Jubilado/a,Menos de $300.000,Sí,Sí,May
25511,2023-05-18 11:52:41,2023-05-18 11:54:44,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Antofagasta.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,May
25513,2023-05-18 11:57:34,2023-05-18 11:58:23,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,9,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25514,2023-05-18 12:13:38,2023-05-18 12:18:24,1,4,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,3,3,5,3,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,May
25515,2023-05-18 12:20:40,2023-05-18 12:46:41,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,4,1,4,1,1,Femenino.,Región de Antofagasta.,Media completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,May
25518,2023-05-18 13:10:31,2023-05-18 13:27:57,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,May
25519,2023-05-18 13:13:20,2023-05-18 13:19:54,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,7,5,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25522,2023-05-18 13:57:27,2023-05-18 14:05:54,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,3,6,3,2,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25523,2023-05-18 14:13:54,2023-05-18 14:45:18,7,7,7,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Antofagasta.,Superior universitaria completa.,18 a 29 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25526,2023-05-18 15:25:52,2023-05-18 15:27:24,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No,May
25527,2023-05-18 15:29:45,2023-05-18 15:32:00,7,7,2,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25528,2023-05-18 15:38:48,2023-05-18 15:41:24,7,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,6,10,4,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,May
25529,2023-05-18 15:47:10,2023-05-18 15:53:22,4,4,1,6,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,3,5,6,4,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25536,2023-05-18 16:48:31,2023-05-18 16:53:17,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25538,2023-05-18 19:02:06,2023-05-18 20:50:55,5,5,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,8,6,Masculino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,May
25539,2023-05-18 19:41:32,2023-05-18 19:45:55,2,2,2,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,3,5,1,2,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25540,2023-05-18 20:00:25,2023-05-18 20:02:22,7,7,4,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25542,2023-05-18 23:07:38,2023-05-18 23:16:20,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,1,1,Masculino.,Región de Antofagasta.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Menos de $300.000,No,No,May
25543,2023-05-19 00:21:53,2023-05-19 00:24:44,7,4,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Entre $400.000 y $599.999,No,No,May
25544,2023-05-19 01:06:39,2023-05-19 01:14:10,7,7,6,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,May
25546,2023-05-19 10:02:19,2023-05-19 10:17:50,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,3,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,May
25549,2023-05-19 10:40:13,2023-05-19 10:44:20,7,7,3,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25550,2023-05-19 10:44:53,2023-05-19 10:47:09,7,7,6,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Coquimbo.,Superior universitaria completa.,65 años o más.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25551,2023-05-19 11:21:46,2023-05-19 11:23:33,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,4,4,1,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,May
25553,2023-05-19 11:54:03,2023-05-19 12:06:09,5,4,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,4,6,7,3,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,May
25555,2023-05-19 12:26:35,2023-05-19 12:31:18,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25556,2023-05-19 12:29:23,2023-05-19 12:30:41,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región del Maule.,Superior técnico profesional completa.,30 a 44 años.,Jubilado/a,Entre $600.000 y $1.099.000,Sí,No,May
25558,2023-05-19 12:47:20,2023-05-19 12:51:32,7,7,7,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,9,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,65 años o más.,Asalariado/a,$1.100.000 o más,No,No,May
25559,2023-05-19 12:48:06,2023-05-19 12:50:37,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No,May
25562,2023-05-19 13:57:23,2023-05-19 14:02:33,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Biobío.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25563,2023-05-19 14:07:19,2023-05-19 14:09:41,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25564,2023-05-19 14:40:34,2023-05-19 14:43:00,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,5,8,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,May
25565,2023-05-19 15:16:27,2023-05-19 15:19:53,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No,May
25567,2023-05-19 15:40:59,2023-05-19 15:44:02,1,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,1,1,1,4,Femenino.,Región del Maule.,Superior técnico profesional completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25568,2023-05-19 16:34:44,2023-05-19 16:36:34,1,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,8,6,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25569,2023-05-19 16:39:13,2023-05-19 16:43:30,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Otro,Región de Antofagasta.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,Sí,No,May
25572,2023-05-19 17:13:32,2023-05-19 17:16:28,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No,May
25573,2023-05-19 17:17:12,2023-05-19 17:21:34,7,7,1,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,May
25574,2023-05-19 17:18:28,2023-05-19 17:24:19,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Antofagasta.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25577,2023-05-19 18:52:01,2023-05-19 18:54:11,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,1,4,1,1,Masculino.,Región del Biobío.,Superior técnico profesional completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25578,2023-05-19 19:48:15,2023-05-19 19:55:06,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Básica completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,May
25579,2023-05-19 19:56:01,2023-05-19 20:08:04,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,6,2,1,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25581,2023-05-19 20:36:42,2023-05-19 20:45:46,1,1,1,2,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25582,2023-05-19 20:46:03,2023-05-19 20:49:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,No,No,May
25586,2023-05-19 22:32:34,2023-05-19 22:35:16,7,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
